geo,name,indicator,1800,1801,1802,1803,1804,1805,1806,1807,1808,1809,1810,1811,1812,1813,1814,1815,1816,1817,1818,1819,1820,1821,1822,1823,1824,1825,1826,1827,1828,1829,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
tgo,Togo,pop,445985,445985,445985,445985,445985,445985,445985,445985,445985,445985,445985,446172,446548,447115,447873,448826,449974,451319,452863,454609,456556,458708,461066,463633,466408,469396,472597,476013,479647,483500,487574,491871,496206,500579,504991,509441,513931,518461,523030,527639,532290,536981,541713,546487,551304,556162,561064,566009,570997,576029,581106,586189,591316,596488,601705,606968,612277,617632,623035,628484,633981,639526,645120,650763,656455,662196,667988,673831,679725,685670,691667,697717,703819,709793,716002,722264,728581,734784,741211,747694,754234,760675,767328,774039,780669,787497,794385,801210,808218,815287,822418,829611,836867,844187,851570,859019,866532,874111,881756,889469,897248,905096,912895,920880,928934,937059,945255,953351,961690,970101,978586,987094,995728,1004437,1013222,1022084,1031023,1040041,1049230,1058477,1067806,1077217,1086710,1096288,1105950,1115696,1125529,1135449,1145456,1155551,1165735,1176009,1186373,1196829,1207377,1218017,1228752,1239581,1250506,1261527,1272645,1283861,1295176,1306590,1318105,1329722,1341441,1353264,1365190,1377222,1395457,1425487,1441906,1452088,1461520,1473839,1490731,1512029,1535969,1559674,1580513,1597526,1612755,1631764,1662073,1708630,1774029,1855442,1945780,2034907,2115522,2185662,2247582,2303345,2356622,2410446,2464455,2518566,2576469,2642846,2720839,2812039,2915066,3026238,3140237,3252994,3364020,3474080,3581928,3686373,3786940,3882271,3973327,4064926,4163642,4274024,4398238,4534551,4679023,4825704,4970367,5111770,5251472,5391401,5534598,5683268,5837792,5997385,6161796,6330472,6502952,6679282,6859482,7042948,7228915,7416802,7606374,7797694,7990926,8186384,8384291,8584627,8787334,8992575,9200531,9411356,9625068,9841604,10060882,10282798,10507241,10734128,10963365,11194773,11428165,11663343,11900152,12138472,12378124,12618921,12860688,13103308,13346634,13590457,13834554,14078714,14322800,14566742,14810565,15054358,15298154,15541914,15785514,16028791,16271558,16513670,16754990,16995482,17235164,17474071,17712220,17949528,18185870,18421101,18655037,18887516,19118433,19347667,19575072,19800497,20023795,20244838,20463516,20679696,20893261,21104102,21312092,21517135,21719121,21917941,22113506,22305746,22494566,22679822,22861336,23039006,23212714,23382471,23548330,23710418,23868799,24023510,24174500,24321735,24465166,24604759,24740517,24872484,25000728,25125364,25246548
ton,Tonga,pop,18658,18654,18651,18647,18643,18640,18636,18632,18629,18625,18621,18617,18614,18610,18606,18603,18599,18595,18592,18588,18584,18581,18577,18573,18570,18566,18562,18559,18555,18551,18548,18544,18540,18537,18533,18530,18527,18524,18521,18518,18516,18515,18516,18518,18522,18527,18534,18542,18552,18564,18577,18590,18605,18622,18640,18659,18680,18702,18726,18751,18778,18806,18834,18862,18890,18918,18946,18974,19002,19030,19059,19087,19115,19144,19172,19201,19229,19257,19286,19315,19343,19372,19401,19430,19459,19487,19516,19545,19574,19603,19633,19662,19691,19720,19750,19779,19896,20028,20174,20336,20512,20704,20899,21146,21411,21696,21892,22086,22287,22489,22689,22891,23087,23278,23472,23666,23863,24061,24263,24466,24671,24932,25251,25628,26011,26400,26795,27196,27602,28015,28434,28908,29440,30032,30635,31250,31878,32518,33171,33952,34868,35925,37014,38136,39292,40483,41710,42974,44276,45618,47220,49315,51170,52783,54150,55323,56366,57387,58508,59873,61601,63745,66259,69005,71757,74362,76779,79052,81097,82877,84369,85518,86347,86988,87609,88348,89254,90295,91364,92300,93007,93453,93681,93774,93842,93953,94145,94384,94667,94929,95153,95333,95496,95644,95833,96076,96369,96725,97135,97591,98082,98611,99184,99789,100406,101041,101689,102357,103005,103604,104137,104577,104951,105328,105782,106364,107122,108020,109008,110041,111037,111993,112933,113867,114810,115793,116806,117838,118902,119967,121055,122155,123261,124378,125489,126596,127696,128778,129848,130889,131906,132874,133812,134714,135575,136387,137164,137901,138595,139268,139926,140567,141193,141825,142441,143068,143692,144319,144955,145594,146232,146882,147533,148183,148821,149465,150094,150715,151316,151902,152465,153005,153521,154007,154462,154888,155284,155645,155967,156262,156528,156774,156989,157177,157347,157486,157617,157734,157825,157914,157986,158048,158103,158150,158189,158212,158236,158238,158243,158234,158212
tto,Trinidad and Tobago,pop,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60028,60083,60166,60278,60418,60588,60786,61014,61271,61559,61877,62225,62604,63015,63457,63931,64437,64975,65546,66150,66787,67431,68081,68737,69399,70068,70743,71424,72113,72807,73557,74362,75225,76147,77130,78175,79285,80462,81706,83021,84433,85919,87483,89125,90850,92657,94551,96534,98607,100774,103060,105420,107858,110375,112975,115658,118429,121290,124243,127291,130437,133685,136650,140106,143675,147361,150824,154766,158840,163021,167019,171415,175927,180281,185026,189896,194638,199761,205019,210416,215954,221638,227472,233460,239604,245821,252005,258236,264500,270875,277257,283696,290032,296414,302823,309349,315810,322614,329625,336844,344067,351295,357847,363724,368924,374468,380014,385416,390854,387115,383037,378618,382697,386435,389494,392553,395952,400370,406148,412945,419403,425181,430619,436737,443534,451011,458828,466985,475822,487378,502332,518986,533940,546516,558751,574725,592738,611431,629444,645635,658833,675741,695465,717156,740035,763354,786433,808663,829489,848479,865360,880023,892569,903275,912417,919903,925909,931468,937848,945993,956366,968741,982592,997053,1011490,1025658,1039761,1054116,1069202,1085308,1102556,1120611,1138676,1155695,1170928,1184051,1195247,1204893,1213624,1221900,1229907,1237487,1244407,1250318,1255001,1258364,1260678,1262542,1264775,1267984,1272380,1277837,1284052,1290535,1296934,1303144,1309260,1315372,1321618,1328100,1334788,1341588,1348248,1354493,1360092,1364962,1369125,1372598,1375443,1377729,1379418,1380527,1381081,1381161,1380806,1380053,1378913,1377438,1375667,1373659,1371432,1369003,1366384,1363585,1360624,1357502,1354234,1350803,1347219,1343469,1339566,1335486,1331235,1326759,1322051,1317115,1311945,1306542,1300915,1295069,1289006,1282738,1276281,1269644,1262854,1255920,1248858,1241681,1234437,1227120,1219758,1212377,1204978,1197595,1190249,1182957,1175717,1168550,1161456,1154430,1147485,1140623,1133851,1127191,1120643,1114205,1107879,1101658,1095542,1089510,1083578,1077737,1071972,1066286,1060676,1055134,1049651,1044227,1038860,1033537,1028264,1023028,1017839,1012707,1007607,1002562,997563,992626,987733,982905
tun,Tunisia,pop,862029,862673,863317,863962,864608,865254,865900,866547,867194,867842,868499,869364,870447,871749,873271,875017,876986,879180,881601,884250,887129,890239,893582,897159,900972,905023,909313,913843,918616,923632,928894,934403,939945,945519,951126,956767,962441,968149,973891,979666,985476,991321,997200,1003113,1009062,1015047,1021066,1027122,1033213,1039341,1045505,1052033,1058602,1065212,1071864,1078556,1085291,1092067,1098886,1105747,1112651,1119873,1127421,1135297,1143509,1152061,1160958,1170206,1179812,1189779,1200115,1210824,1221913,1231684,1243626,1255997,1268802,1281040,1294993,1309442,1324052,1338410,1353343,1368442,1383334,1398768,1414374,1429821,1445773,1461903,1478213,1494704,1511380,1528241,1545290,1562530,1579961,1597587,1615409,1633430,1651652,1670077,1688380,1707214,1726258,1745515,1764986,1784190,1804092,1824216,1844564,1864995,1885798,1910946,1940562,1974771,2009583,2045008,2080210,2116233,2152880,2190161,2228089,2266673,2305925,2345857,2386480,2427807,2469850,2512621,2556132,2600397,2645428,2691239,2737844,2785255,2833488,2882556,2932473,2983255,3034916,3087472,3140939,3195331,3250664,3306957,3364223,3422482,3481750,3542043,3605306,3696450,3773355,3838507,3894387,3943528,3988478,4031785,4075963,4123439,4176266,4235937,4303131,4377637,4458611,4545339,4638275,4737627,4842167,4950153,5060397,5172691,5287543,5405355,5526764,5652476,5781796,5915006,6054911,6205212,6368167,6545024,6733961,6930387,7127941,7321876,7509756,7692254,7871459,8050932,8232797,8417684,8603225,8784888,8956596,9113975,9256037,9384152,9499395,9603742,9699197,9785701,9864326,9939678,10017601,10102482,10196136,10298087,10407336,10521834,10639931,10761467,10886668,11014558,11143908,11273661,11403248,11532127,11659174,11783168,11903136,12018514,12129081,12234744,12335544,12431567,12522733,12609003,12690652,12768070,12841615,12911452,12977761,13041066,13101996,13161033,13218388,13274214,13328717,13382109,13434541,13486103,13536750,13586318,13634522,13681104,13725973,13769036,13809984,13848406,13883996,13916620,13946230,13972644,13995723,14015357,14031513,14044238,14053678,14060038,14063520,14064231,14062297,14057957,14051525,14043260,14033324,14021865,14009094,13995249,13980513,13965030,13948904,13932236,13915085,13897526,13879619,13861432,13842991,13824302,13805379,13786229,13766849,13747210,13727278,13706996,13686371,13665332,13643792,13621624,13598730,13575048,13550523,13525161,13498937,13471816,13443778,13414757,13384691,13353494,13321053
tur,Turkey,pop,9773456,9788268,9803102,9817959,9832839,9847741,9862665,9877613,9892582,9907575,9923007,9938833,9955472,9972928,9991205,10010306,10030236,10050998,10072596,10095034,10118315,10142444,10167424,10193259,10219953,10247510,10275934,10305228,10335397,10366445,10398375,10431191,10464112,10497136,10530264,10563497,10596834,10630277,10663826,10697480,10731241,10765108,10799082,10833163,10867352,10901648,10936053,10970567,11005189,11039921,11074762,11110991,11147339,11183806,11220391,11257096,11293921,11330867,11367933,11405120,11442429,11481239,11521564,11563416,11606810,11651757,11698272,11746367,11796057,11847354,11900274,11954828,12011032,12061289,12121278,12183108,12246795,12308362,12377125,12447985,12519250,12589872,12661949,12734439,12806408,12879724,12953460,13026802,13101380,13176384,13251817,13327683,13403982,13480718,13557893,13635509,13713570,13792078,13871034,13950443,14030306,14110626,14190665,14271903,14353606,14435776,14518416,14600463,14684046,14768107,14852648,14937363,15022873,15041582,14993614,14879090,14765440,14652658,14538524,14425828,14314005,14203050,14092954,14050409,14075128,14167162,14261883,14401949,14588032,14815765,15050216,15288362,15533561,15779433,16029335,16289985,16565079,16853273,17217041,17585177,17919387,18149807,18342944,18538096,18735263,19017075,19385882,19844708,20314617,20834741,21408401,21951206,22508947,23081575,23668906,24270585,24886111,25514810,26155911,26808621,27472331,28146893,28832805,29531342,30244232,30972965,31717477,32477961,33256432,34055361,34876267,35720568,36587225,37472298,38370241,39277211,40189511,41108248,42039935,42993991,43975921,44988356,46025357,47073422,48114105,49133883,50128489,51100878,52053704,52992429,53921699,54840531,55748875,56653729,57564132,58486381,59423208,60372499,61329590,62287326,63240121,64191474,65143054,66085803,67007855,67903406,68763405,69597281,70440032,71339185,72326914,73409455,74569867,75787333,77030628,78271472,79512426,80745020,81916871,82961805,83835750,84514623,85018678,85404040,85752414,86124851,86538218,86980348,87448212,87930070,88416609,88911982,89420636,89932642,90434305,90915264,91371620,91804610,92215299,92606684,92980818,93337049,93673545,93989970,94286019,94561424,94815952,95049536,95262354,95454730,95626879,95778945,95910848,96022261,96112748,96182060,96230280,96257793,96265026,96252581,96221010,96170780,96102296,96016095,95912763,95792894,95657028,95505818,95340210,95161248,94969861,94766751,94552452,94327544,94092548,93848004,93594376,93332203,93062099,92784712,92500581,92210226,91913898,91611539,91302878,90987823,90666605,90339681,90007536,89670703,89329723,88984998,88636885,88285717,87931792,87575504,87217276,86857626,86497133,86136453,85776302
tkm,Turkmenistan,pop,367215,367215,367215,367215,367215,367215,367215,367215,367215,367215,367215,367376,367700,368188,368842,369664,370654,371814,373146,374652,376333,378191,380227,382443,384841,387423,390189,393142,396283,399615,403139,406856,410608,414394,418215,422072,425964,429891,433855,437856,441894,445968,450081,454231,458420,462647,466913,471218,475563,479949,484374,488828,493323,497859,502436,507056,511719,516424,521172,525964,530800,535681,540606,545577,550594,555656,560765,565921,571125,576376,581676,587024,592422,597701,603197,608743,614341,619833,625532,631284,637088,642802,648712,654677,660567,666640,672770,678841,685083,691382,697740,704155,710630,717164,723758,730413,737129,743906,750746,757649,764616,771646,778632,785791,793016,800308,807667,814933,822426,829988,837619,845274,853046,860889,868805,876793,884855,892991,901234,909544,917931,926395,934938,943559,952260,961041,969902,978846,987872,996981,1006175,1015453,1024816,1034266,1043804,1053429,1063142,1072946,1082840,1092825,1102902,1113072,1123335,1133694,1144148,1154698,1165346,1176092,1186936,1197881,1210994,1231829,1258388,1289826,1325434,1364634,1406981,1452173,1500017,1550411,1603258,1658362,1715408,1773853,1833063,1892599,1952141,2011763,2071789,2132799,2195173,2258964,2324013,2390213,2457382,2525361,2594311,2664257,2734896,2805818,2876808,2947779,3019066,3091511,3166221,3244018,3324456,3407319,3493894,3585867,3683966,3789185,3899843,4010789,4115099,4207840,4287344,4355114,4413477,4466132,4516131,4564080,4610002,4655741,4703398,4754641,4810105,4870137,4935762,5007950,5087210,5174061,5267839,5366277,5466241,5565284,5662544,5758075,5851466,5942561,6031195,6117011,6199732,6279415,6356285,6430544,6502197,6571312,6638250,6703489,6767418,6830185,6891890,6952813,7013275,7073504,7133597,7193548,7253242,7312505,7371176,7429198,7486499,7542762,7597666,7650906,7702355,7751949,7799479,7844748,7887617,7928000,7965919,8001413,8034620,8065655,8094556,8121398,8146324,8169545,8191235,8211476,8230371,8248118,8264939,8281000,8296416,8311199,8325376,8338910,8351772,8363990,8375573,8386452,8396549,8405779,8414119,8421571,8428074,8433593,8438092,8441545,8443945,8445305,8445618,8444898,8443153,8440393,8436627,8431858,8426093,8419377,8411735,8403219,8393897,8383789,8372985,8361540,8349516,8336968,8323978
tuv,Tuvalu,pop,2499,2499,2499,2499,2499,2499,2499,2499,2499,2499,2499,2500,2501,2503,2506,2509,2513,2518,2523,2529,2536,2544,2552,2561,2571,2581,2592,2604,2617,2630,2644,2659,2674,2689,2704,2719,2734,2750,2765,2780,2796,2812,2827,2843,2859,2875,2891,2907,2924,2940,2957,2973,2990,3006,3023,3040,3057,3074,3091,3108,3126,3143,3161,3178,3196,3214,3232,3250,3268,3286,3304,3323,3341,3360,3378,3397,3416,3435,3454,3473,3493,3512,3531,3551,3571,3591,3611,3631,3651,3671,3692,3712,3733,3754,3775,3796,3817,3838,3860,3881,3903,3924,3946,3968,3990,4013,4035,4057,4080,4103,4125,4148,4171,4195,4218,4242,4265,4289,4313,4337,4362,4386,4411,4435,4460,4485,4510,4536,4561,4586,4612,4638,4664,4690,4716,4743,4769,4796,4823,4850,4877,4904,4932,4960,4987,5015,5043,5072,5100,5129,5166,5220,5293,5371,5473,5569,5658,5760,5864,5982,6104,6246,6389,6538,6684,6815,6938,7040,7133,7214,7303,7381,7458,7537,7616,7677,7749,7816,7888,7962,8052,8154,8284,8413,8530,8650,8747,8820,8883,8947,9003,9053,9109,9156,9190,9230,9256,9277,9306,9345,9420,9512,9635,9767,9894,10027,10137,10243,10340,10441,10531,10628,10725,10819,10908,11001,11097,11192,11287,11393,11499,11609,11722,11842,11962,12084,12207,12334,12448,12576,12699,12820,12937,13053,13159,13264,13371,13466,13563,13652,13742,13834,13917,14000,14084,14158,14246,14329,14413,14496,14580,14674,14768,14853,14949,15051,15139,15231,15332,15428,15519,15612,15706,15787,15874,15953,16030,16103,16175,16245,16309,16368,16424,16491,16546,16589,16651,16704,16757,16800,16848,16896,16942,16988,17040,17074,17124,17165,17199,17248,17283,17316,17355,17389,17422,17456,17484,17507,17532,17553,17579
uga,Uganda,pop,2101397,2101397,2101397,2101397,2101397,2101397,2101397,2101397,2101397,2101397,2101397,2101730,2102397,2103399,2104737,2106413,2108427,2110781,2113476,2116512,2119892,2123616,2127685,2132100,2136863,2141975,2147437,2153250,2159415,2165933,2172807,2180036,2187289,2194566,2201867,2209193,2216543,2223918,2231317,2238740,2246189,2253662,2261160,2268683,2276231,2283804,2291402,2299026,2306675,2314349,2322049,2329667,2337309,2344977,2352670,2360388,2368131,2375900,2383694,2391514,2399359,2407231,2415128,2423051,2430999,2438974,2446976,2455003,2463057,2471137,2479243,2487377,2495536,2503631,2511844,2520084,2528352,2536562,2544883,2553232,2561607,2569935,2578366,2586824,2595243,2603757,2612299,2620811,2629408,2638034,2646688,2655370,2664081,2672821,2681589,2690385,2699211,2708066,2716950,2725862,2734805,2743776,2752726,2761756,2770816,2779906,2789025,2798102,2807281,2816490,2825380,2834396,2842526,2850098,2857690,2865302,2872934,2880587,2888439,2896267,2904117,2928585,2970044,3028875,3088873,3150058,3212456,3276089,3340984,3407163,3474654,3543458,3613603,3685113,3758038,3832406,3908247,3985588,4064459,4144891,4226915,4310562,4395865,4482855,4571567,4662035,4754292,4848376,4944481,5042652,5158190,5308668,5455540,5601239,5748208,5898835,6055517,6220629,6396463,6585105,6788214,7006633,7240174,7487429,7746198,8014401,8292776,8580676,8872920,9162833,9446064,9720399,9988380,10256429,10533716,10827147,11139833,11470867,11818307,12178544,12549540,12930209,13323332,13735271,14174470,14646624,15154521,15695411,16262533,16846090,17438907,18040438,18652889,19275422,19907634,20550291,21202118,21865931,22551789,23272995,24039274,24854892,25718048,26624820,27568436,28543940,29550662,30590487,31663896,32771895,33915133,35093648,36306796,37553726,38833338,40144870,41487965,42862958,44270563,45711874,47187703,48698086,50242802,51822128,53436321,55085460,56769412,58487747,60239885,62025011,63842360,65691400,67571502,69481538,71420257,73386500,75379412,77398346,79442649,81511732,83604961,85721545,87860635,90021613,92203851,94406655,96629120,98870311,101129434,103405702,105698201,108005978,110327825,112662248,115007567,117362214,119724961,122094678,124470067,126849791,129232610,131617241,134002531,136387479,138771165,141152605,143530647,145904061,148271671,150632268,152984654,155327622,157659949,159980353,162287500,164580107,166856956,169116815,171358306,173580023,175780629,177958953,180113871,182244196,184348743,186426398,188476075,190496797,192487785,194448389,196377860,198275362,200139938,201970572,203766258,205526043,207249037,208934434,210581519,212189629,213758214
ukr,Ukraine,pop,11215490,11215490,11215490,11215490,11215490,11215490,11215490,11215490,11215490,11215490,11215490,11220449,11230415,11245432,11265548,11290810,11321266,11356965,11397955,11444284,11496004,11553163,11615813,11684003,11757787,11837215,11922340,12013216,12109894,12212430,12320877,12435292,12550768,12667317,12784948,12903672,13023498,13144436,13266498,13389693,13514033,13639527,13766186,13894021,14023044,14153265,14284695,14417345,14551227,14686353,14822733,14959966,15098469,15238255,15379334,15521720,15665424,15810459,15956836,16104568,16253668,16404149,16556023,16709303,16864001,17020133,17177709,17336745,17497252,17659246,17822740,17987747,18154282,18317144,18486729,18657883,18830623,19000093,19176000,19353536,19532716,19709065,19891536,20075696,20257524,20445073,20634358,20821838,21014612,21209170,21405529,21603706,21803718,22005582,22209315,22414934,22622456,22831900,23043283,23256622,23471937,23689246,23905162,24126481,24349850,24575286,24802809,25027449,25259159,25493014,25729033,25965759,26206156,26448778,26693646,26940782,27190205,27441937,27697025,27954225,28213813,28475812,28740244,29007131,29276497,29548364,29822756,30099696,30379208,30661315,30946042,31233413,31523452,31816185,32111636,32409831,32710795,33014554,33321134,33630560,33942860,34258060,34576187,34897268,35221331,35548403,35878513,36211687,36547956,36887348,37297648,37815815,38360509,38916264,39471674,40019449,40556527,41083976,41606288,42130316,42662149,43203635,43749470,44285899,44794327,45261935,45682308,46060452,46409002,46746669,47086761,47433805,47783011,48127172,48455122,48758987,49036456,49290905,49526883,49751257,49968812,50179030,50379379,50570032,50750925,50920778,51078790,51221145,51339575,51423532,51464348,51462610,51417432,51317636,51149537,50905677,50582456,50189314,49748581,49290792,48840074,48402885,47979592,47580559,47215966,46892163,46616389,46386355,46186430,45994024,45792501,45576307,45349333,45115785,44883426,44657704,44438625,44222947,44009214,43795220,43579234,43360970,43140411,42916331,42687381,42452647,42211775,41965143,41713547,41458250,41200374,40940211,40678209,40415799,40154711,39896340,39641292,39389725,39141923,38898011,38658013,38422110,38190244,37961907,37736329,37512851,37291242,37071300,36852470,36634116,36415702,36196974,35977762,35757822,35536955,35315013,35091993,34867940,34642919,34417040,34190485,33963469,33736354,33509762,33284454,33061130,32840177,32622044,32407476,32197335,31992330,31792882,31599234,31411786,31230827,31056617,30889271,30728829,30575237,30428336,30287940,30153886,30025909,29903559,29786269,29673481,29564862,29460004,29358166,29258537,29160406,29063267,28966767,28870659,28774749,28678792,28582491,28485476,28387332,28287549,28185563
are,United Arab Emirates,pop,40153,40153,40153,40153,40153,40153,40153,40153,40153,40153,40153,40153,40153,40153,40153,40153,40153,40153,40153,40153,40153,40153,40153,40153,40153,40153,40153,40153,40153,40153,40153,40153,40153,40153,40153,40153,40153,40153,40153,40153,40153,40153,40153,40153,40153,40153,40153,40153,40153,40153,40153,40160,40167,40174,40180,40187,40194,40201,40208,40215,40222,40239,40267,40307,40357,40417,40489,40572,40666,40772,40888,41016,41156,41252,41419,41597,41789,41968,42195,42438,42682,42923,43170,43418,43664,43915,44168,44419,44674,44930,45189,45448,45709,45972,46236,46502,46769,47037,47308,47579,47853,48128,48402,48680,48959,49241,49523,49804,50090,50378,50668,50958,51250,51594,51989,52437,52888,53343,53790,54244,54702,55163,55629,56098,56572,57049,57530,58016,58505,58999,59497,59999,60505,61015,61530,62049,62573,63101,63633,64170,64712,65258,65808,66363,66923,67488,68058,68632,69211,69795,69588,67320,69063,72630,76460,79578,81682,83068,84559,87362,92634,101078,112472,125566,138529,150362,160481,170283,183194,203820,235499,278808,332760,397174,471364,554324,646943,748117,852262,952040,1042384,1120900,1189545,1253060,1318478,1391052,1472218,1560718,1655849,1756043,1860174,1970026,2086639,2207405,2328686,2448820,2571020,2700010,2838145,2988162,3154925,3326032,3507232,3741932,4087931,4579562,5242032,6044067,6894278,7666393,8270684,8672475,8900453,9006263,9070867,9154302,9269612,9400145,9541615,9682088,9813170,9937479,10061874,10186481,10311025,10435287,10559658,10684417,10809007,10932595,11054579,11174712,11293171,11410288,11526564,11642335,11757634,11872175,11985602,12097447,12207333,12315129,12420753,12523948,12624393,12721861,12816225,12907478,12995686,13081004,13163548,13243345,13320401,13394834,13466755,13536292,13603507,13668459,13731274,13792061,13850931,13907962,13963177,14016621,14068299,14118248,14166462,14212988,14257823,14300957,14342412,14382179,14420241,14456568,14491077,14523728,14554496,14583398,14610397,14635468,14658580,14679764,14699020,14716381,14731862,14745503,14757342,14767425,14775847,14782694,14788066,14792047,14794687,14796067,14796222,14795228,14793169,14790148,14786238,14781592,14776335
gbr,United Kingdom,pop,12327466,12483870,12642258,12802656,12965089,13129582,13296163,13464857,13635691,13808693,14106058,14301320,14500244,14702894,14909411,15119712,15333999,15551268,15771669,15995162,16221883,16451787,16682172,16912989,17144281,17375946,17608039,17839930,18071524,18302902,18533999,18764509,18995771,19226422,19457565,19688735,19919671,20141112,20350068,20548774,20737251,20915358,21094173,21275563,21459924,21647964,21840183,22033306,22228262,22425120,22623571,22824472,23028186,23232527,23439085,23647215,23857026,24069022,24292422,24531413,24783522,25048935,25323118,25601036,25882516,26167427,26455324,26746069,27042186,27344393,27651629,27963427,28277127,28576347,28895645,29216495,29539437,29858848,30187748,30518169,30849957,31198494,31537202,31874763,32216786,32548677,32879150,33198283,33530088,33869468,34215581,34568466,34928203,35295485,35670119,36051800,36439319,36828635,37218006,37607118,37995760,38384249,38777694,39162546,39545834,39927930,40309911,40686070,41076866,41462503,41804914,42161533,42416767,42689945,43017770,43325210,43529628,43608877,43596369,43644589,43825722,44137847,44431070,44712605,44942041,45154445,45312745,45486075,45633020,45792323,45957971,46179392,46397807,46595515,46773520,46960876,47168938,47378002,47681913,47994840,48235965,48372558,48560582,48827756,49088919,49231857,49399843,49677704,50043399,50409765,50616014,50621416,50686055,50797274,50945397,51123707,51328662,51559670,51818623,52108972,52433157,52789816,53171326,53562805,53945019,54303107,54630989,54928528,55194456,55429643,55634935,55809750,55953322,56066830,56152179,56211947,56247405,56262020,56263661,56262127,56265475,56276315,56296240,56330877,56386226,56466131,56574280,56709208,56862893,57023746,57183331,57339447,57494538,57650473,57810771,57978321,58156745,58346673,58544938,58746728,58950848,59149343,59348953,59580222,59884128,60286754,60802801,61414660,62076221,62722607,63306843,63811882,64250330,64641110,65015686,65397080,65788574,66181585,66573504,66959016,67334208,67699483,68056781,68405450,68744697,69074025,69393333,69702920,70003244,70294922,70578614,70854542,71123165,71385607,71643249,71897215,72147951,72395653,72640822,72883919,73125233,73364864,73602690,73838354,74071329,74301029,74527369,74749916,74967402,75178214,75381137,75575847,75762441,75940679,76110433,76271777,76424718,76569727,76708104,76841537,76971438,77098325,77222528,77345124,77467244,77589761,77713170,77837477,77962373,78087280,78211698,78335584,78458890,78580977,78701034,78818439,78932974,79044601,79153167,79258539,79360698,79459519,79555100,79647866,79738415,79827235,79914415,79999934,80084066,80167112,80249247,80330463,80410617,80489450,80566638,80641838,80714685,80784826,80851912,80915580,80975491
